"Time","57175.distinct"
2023-07-06 03:00:00,0.5
2023-07-06 03:00:00,0.5
2023-07-06 03:00:00,0.4
2023-07-06 03:00:00,0.6
2023-07-06 03:00:00,0.6
2023-07-06 03:00:00,0.7
2023-07-06 03:00:00,0.5
2023-07-06 03:00:00,0.5
2023-07-06 03:00:00,0.4
2023-07-06 03:00:00,0.4
2023-07-06 03:00:00,0.5
2023-07-06 03:00:00,0.8
2023-07-06 03:00:00,0.6
2023-07-06 03:00:00,0.6
2023-07-06 03:00:00,0.5
2023-07-06 03:00:00,0.4
2023-07-06 03:00:00,0.6
2023-07-06 03:00:00,0.5
2023-07-06 03:00:00,0.5
2023-07-06 03:00:00,0.4
2023-07-06 03:00:00,0.5
2023-07-06 03:00:00,0.4
2023-07-06 03:00:00,0.3
2023-07-06 03:00:00,0.3
2023-07-06 03:00:00,0.5
2023-07-06 03:00:00,0.5
2023-07-06 03:00:00,0.7
2023-07-06 03:00:00,0.4
2023-07-06 03:00:00,0.4
2023-07-06 03:00:00,0.4
2023-07-06 03:00:00,0.5
2023-07-06 03:00:00,0.5
2023-07-06 03:00:00,0.5
2023-07-06 03:00:00,0.4
2023-07-06 03:00:00,0.4
2023-07-06 03:00:00,0.5
2023-07-06 03:00:00,0.4
2023-07-06 03:00:00,0.4
2023-07-06 03:00:00,0.5
2023-07-06 03:00:00,0.7
2023-07-06 03:00:00,0.6
2023-07-06 03:00:00,0.4
2023-07-06 03:00:00,0.4
2023-07-06 03:00:00,0.4
2023-07-06 03:00:00,0.4
2023-07-06 03:00:00,0.6
2023-07-06 03:00:00,0.6
2023-07-06 03:00:00,0.6
2023-07-06 03:00:00,0.4
2023-07-06 03:00:00,0.4
2023-07-06 03:00:00,0.3
2023-07-06 03:00:00,0.5
2023-07-06 03:00:00,0.5
2023-07-06 03:00:00,0.5
2023-07-06 03:00:00,0.4
2023-07-06 03:00:00,0.5
2023-07-06 03:00:00,0.4
2023-07-06 03:00:00,0.4
2023-07-06 03:00:00,0.5
2023-07-06 03:00:00,0.4
2023-07-06 03:00:00,0.4
2023-07-06 03:00:00,0.3
2023-07-06 03:00:00,0.3
2023-07-06 03:00:00,0.4
2023-07-06 03:00:00,0.6
2023-07-06 03:00:00,0.8
2023-07-06 03:00:00,0.7
2023-07-06 03:00:00,0.8
2023-07-06 03:00:00,0.6
2023-07-06 03:00:00,0.8
2023-07-06 03:00:00,0.6
2023-07-06 03:00:00,0.4
2023-07-06 03:00:00,0.4
2023-07-06 03:00:00,0.4
2023-07-06 03:00:00,0.4
2023-07-06 03:00:00,0.6
2023-07-06 03:00:00,0
2023-07-06 03:00:00,0.4
2023-07-06 03:00:00,0.4
2023-07-06 03:00:00,0.5
2023-07-06 03:00:00,0.6
2023-07-06 03:00:00,0.4
2023-07-06 03:00:00,0.4
2023-07-06 03:00:00,0.5
2023-07-06 03:00:00,0.4
2023-07-06 03:00:00,0.4
2023-07-06 03:00:00,0.2
2023-07-06 03:00:00,0.7
2023-07-06 03:00:00,0.4
2023-07-06 03:00:00,0.5
2023-07-06 03:00:00,0.4
2023-07-06 03:00:00,0.3
2023-07-06 03:00:00,0.3
2023-07-06 03:00:00,0.5
2023-07-06 03:00:00,0.4
2023-07-06 03:00:00,0.5
2023-07-06 03:00:00,0.4
2023-07-06 03:00:00,0.4
2023-07-06 03:00:00,0.4
2023-07-06 03:00:00,0.4
2023-07-06 03:00:00,0.4
2023-07-06 03:00:00,1.0
2023-07-06 03:00:00,0.4
2023-07-06 03:00:00,0.5
2023-07-06 03:00:00,0.8
2023-07-06 03:00:00,0.4
2023-07-06 03:00:00,0.3
2023-07-06 03:00:00,0.5
2023-07-06 03:00:00,0.9
2023-07-06 03:00:00,0.7
2023-07-06 03:00:00,0.8
2023-07-06 03:00:00,0.7
2023-07-06 03:00:00,0.4
2023-07-06 03:00:00,0.5
2023-07-06 03:00:00,0.4
2023-07-06 03:00:00,0.4
2023-07-06 03:00:00,0.5
2023-07-06 03:00:00,0.7
2023-07-06 03:00:00,0.5
2023-07-06 03:00:00,0.5
2023-07-06 03:00:00,0.4
2023-07-06 03:00:00,0.4
2023-07-06 03:00:00,0.4
2023-07-06 03:00:00,0.3
2023-07-06 03:00:00,0.6
2023-07-06 03:00:00,0.9
2023-07-06 03:00:00,0.3
2023-07-06 03:00:00,0.7
2023-07-06 03:00:00,0.9
2023-07-13 03:00:00,0.4
2023-07-13 03:00:00,0.5
2023-07-13 03:00:00,0.4
2023-07-13 03:00:00,0.5
2023-07-13 03:00:00,0.4
2023-07-13 03:00:00,0.3
2023-07-13 03:00:00,0.5
2023-07-13 03:00:00,0.5
2023-07-13 03:00:00,0.5
2023-07-13 03:00:00,0.5
2023-07-13 03:00:00,0.4
2023-07-13 03:00:00,0.4
2023-07-13 03:00:00,0.4
2023-07-13 03:00:00,0.5
2023-07-13 03:00:00,0.4
2023-07-13 03:00:00,0.6
2023-07-13 03:00:00,0.8
2023-07-13 03:00:00,1.0
2023-07-13 03:00:00,0.7
2023-07-13 03:00:00,0.6
2023-07-13 03:00:00,0.7
2023-07-13 03:00:00,0.6
2023-07-13 03:00:00,0.7
2023-07-13 03:00:00,0.5
2023-07-13 03:00:00,0.7
2023-07-13 03:00:00,0.3
2023-07-13 03:00:00,0.4
2023-07-13 03:00:00,0.5
2023-07-13 03:00:00,0.5
2023-07-13 03:00:00,0.4
2023-07-13 03:00:00,0.4
2023-07-13 03:00:00,0
2023-07-13 03:00:00,0.4
2023-07-13 03:00:00,0.4
2023-07-13 03:00:00,0.4
2023-07-13 03:00:00,0.5
2023-07-13 03:00:00,0.6
2023-07-13 03:00:00,0.6
2023-07-13 03:00:00,0.5
2023-07-13 03:00:00,0.4
2023-07-13 03:00:00,0.4
2023-07-13 03:00:00,0.4
2023-07-13 03:00:00,0.4
2023-07-13 03:00:00,0.6
2023-07-13 03:00:00,0.8
2023-07-13 03:00:00,0.4
2023-07-13 03:00:00,0.5
2023-07-13 03:00:00,0.4
2023-07-13 03:00:00,0.3
2023-07-13 03:00:00,0.8
2023-07-13 03:00:00,0.4
2023-07-13 03:00:00,0.4
2023-07-13 03:00:00,0.4
2023-07-13 03:00:00,0.3
2023-07-13 03:00:00,0.4
2023-07-13 03:00:00,0.5
2023-07-13 03:00:00,0.4
2023-07-13 03:00:00,0.5
2023-07-13 03:00:00,0.4
2023-07-13 03:00:00,0.4
2023-07-13 03:00:00,0.3
2023-07-13 03:00:00,0.4
2023-07-13 03:00:00,0.5
2023-07-13 03:00:00,0.4
2023-07-13 03:00:00,0.3
2023-07-13 03:00:00,0.4
2023-07-13 03:00:00,0.4
2023-07-13 03:00:00,0.4
2023-07-13 03:00:00,0.7
2023-07-13 03:00:00,0.7
2023-07-13 03:00:00,0.7
2023-07-13 03:00:00,0.9
2023-07-13 03:00:00,0.8
2023-07-13 03:00:00,0.4
2023-07-13 03:00:00,0.4
2023-07-13 03:00:00,0.4
2023-07-13 03:00:00,0.3
2023-07-13 03:00:00,0.4
2023-07-13 03:00:00,0.4
2023-07-13 03:00:00,0.5
2023-07-13 03:00:00,0.7
2023-07-13 03:00:00,0.4
2023-07-13 03:00:00,0.4
2023-07-13 03:00:00,0.6
2023-07-13 03:00:00,0.5
2023-07-13 03:00:00,0.5
2023-07-13 03:00:00,0.5
2023-07-13 03:00:00,0.4
2023-07-13 03:00:00,0.4
2023-07-13 03:00:00,0.4
2023-07-13 03:00:00,0.5
2023-07-13 03:00:00,0.5
2023-07-13 03:00:00,0.5
2023-07-13 03:00:00,0.5
2023-07-13 03:00:00,0.5
2023-07-13 03:00:00,0.4
2023-07-13 03:00:00,0.7
2023-07-13 03:00:00,0.7
2023-07-13 03:00:00,0.9
2023-07-13 03:00:00,0.8
2023-07-13 03:00:00,0.2
2023-07-13 03:00:00,0.4
2023-07-13 03:00:00,0.5
2023-07-13 03:00:00,0.4
2023-07-13 03:00:00,0.3
2023-07-13 03:00:00,0.3
2023-07-13 03:00:00,0.2
2023-07-13 03:00:00,0.3
2023-07-13 03:00:00,0.4
2023-07-13 03:00:00,0.5
2023-07-13 03:00:00,0.5
2023-07-13 03:00:00,0.4
2023-07-13 03:00:00,0.7
2023-07-13 03:00:00,1.3
2023-07-13 03:00:00,0.8
2023-07-13 03:00:00,0.5
2023-07-13 03:00:00,0.4
2023-07-13 03:00:00,0.4
2023-07-13 03:00:00,0.5
2023-07-13 03:00:00,0.6
2023-07-13 03:00:00,0.4
2023-07-13 03:00:00,0.4
2023-07-13 03:00:00,0.5
2023-07-13 03:00:00,0.5
2023-07-13 03:00:00,0.5
2023-07-13 03:00:00,0.5
2023-07-13 03:00:00,0.4
2023-07-13 03:00:00,0.4
2023-07-13 03:00:00,0.5
2023-07-13 03:00:00,0.4
2023-07-13 03:00:00,0.6
2023-07-13 03:00:00,0.3
2023-07-13 03:00:00,0.8
2023-07-13 03:00:00,0.3
2023-07-13 03:00:00,0.3
2023-07-13 03:00:00,0.7
2023-07-13 03:00:00,0.4
2023-07-13 03:00:00,0.4
2023-07-13 03:00:00,0.4
2023-07-13 03:00:00,0.4
2023-07-13 03:00:00,0.6
2023-07-13 03:00:00,0.5
2023-07-13 03:00:00,0.4
2023-07-13 03:00:00,0.4
2023-07-13 03:00:00,0.3
2023-07-13 03:00:00,0.5
2023-07-13 03:00:00,0.4
2023-07-13 03:00:00,0.4
2023-07-13 03:00:00,0.4
2023-07-13 03:00:00,0.6
2023-07-13 03:00:00,0.6
2023-07-13 03:00:00,0.5
2023-07-13 03:00:00,0.4
2023-07-13 03:00:00,0.5
2023-07-13 03:00:00,0.5
2023-07-13 03:00:00,0.5
2023-07-13 03:00:00,0.4
2023-07-13 03:00:00,0.9
2023-07-13 03:00:00,1.1
2023-07-13 03:00:00,0.9
2023-07-13 03:00:00,0.7
2023-07-13 03:00:00,1.2
2023-07-13 03:00:00,1.3
2023-07-13 03:00:00,0.4
2023-07-13 03:00:00,0.4
2023-07-13 03:00:00,0.3
2023-07-13 03:00:00,0.3
2023-07-20 03:00:00,0.4
2023-07-20 03:00:00,0.4
2023-07-20 03:00:00,0.5
2023-07-20 03:00:00,0.5
2023-07-20 03:00:00,0.4
2023-07-20 03:00:00,0.3
2023-07-20 03:00:00,0.3
2023-07-20 03:00:00,0
2023-07-20 03:00:00,0.4
2023-07-20 03:00:00,0.5
2023-07-20 03:00:00,0.5
2023-07-20 03:00:00,0.6
2023-07-20 03:00:00,0.5
2023-07-20 03:00:00,0.5
2023-07-20 03:00:00,0.5
2023-07-20 03:00:00,0.4
2023-07-20 03:00:00,0.5
2023-07-20 03:00:00,0.5
2023-07-20 03:00:00,0.4
2023-07-20 03:00:00,0.4
2023-07-20 03:00:00,0.4
2023-07-20 03:00:00,0.5
2023-07-20 03:00:00,0.5
2023-07-20 03:00:00,0.5
2023-07-20 03:00:00,0.4
2023-07-20 03:00:00,0.4
2023-07-20 03:00:00,0.3
2023-07-20 03:00:00,0.2
2023-07-20 03:00:00,0.9
2023-07-20 03:00:00,1.1
2023-07-20 03:00:00,0.7
2023-07-20 03:00:00,1.2
2023-07-20 03:00:00,1.4
2023-07-20 03:00:00,0.7
2023-07-20 03:00:00,0.7
2023-07-20 03:00:00,0.9
2023-07-20 03:00:00,0.9
2023-07-20 03:00:00,0.4
2023-07-20 03:00:00,0.4
2023-07-20 03:00:00,0.4
2023-07-20 03:00:00,0.5
2023-07-20 03:00:00,0.4
2023-07-20 03:00:00,0.4
2023-07-20 03:00:00,0.4
2023-07-20 03:00:00,0.5
2023-07-20 03:00:00,0.5
2023-07-20 03:00:00,0.5
2023-07-20 03:00:00,0.4
2023-07-20 03:00:00,0.4
2023-07-20 03:00:00,0.5
2023-07-20 03:00:00,0.5
2023-07-20 03:00:00,0.4
2023-07-20 03:00:00,0.5
2023-07-20 03:00:00,0.5
2023-07-20 03:00:00,0.4
2023-07-20 03:00:00,0.4
2023-07-20 03:00:00,0.4
2023-07-20 03:00:00,0.4
2023-07-20 03:00:00,0.4
2023-07-20 03:00:00,0.3
2023-07-20 03:00:00,0.3
2023-07-20 03:00:00,0.4
2023-07-20 03:00:00,0.4
2023-07-20 03:00:00,0.4
2023-07-20 03:00:00,0.4
2023-07-20 03:00:00,0.6
2023-07-20 03:00:00,0.4
2023-07-20 03:00:00,0.4
2023-07-20 03:00:00,0.4
2023-07-20 03:00:00,0.4
2023-07-20 03:00:00,0.3
2023-07-20 03:00:00,0.4
2023-07-20 03:00:00,0.4
2023-07-20 03:00:00,0.4
2023-07-20 03:00:00,0.4
2023-07-20 03:00:00,0.4
2023-07-20 03:00:00,0.3
2023-07-20 03:00:00,0.4
2023-07-20 03:00:00,0.4
2023-07-20 03:00:00,0.5
2023-07-20 03:00:00,0.4
2023-07-20 03:00:00,0.4
2023-07-20 03:00:00,0.5
2023-07-20 03:00:00,0.0
2023-07-20 03:00:00,1.1
2023-07-20 03:00:00,0.8
2023-07-20 03:00:00,0.6
2023-07-20 03:00:00,0.5
2023-07-20 03:00:00,0.4
2023-07-20 03:00:00,0.4
2023-07-20 03:00:00,0.4
2023-07-20 03:00:00,0.4
2023-07-20 03:00:00,0.9
2023-07-20 03:00:00,0.4
2023-07-20 03:00:00,0.5
2023-07-20 03:00:00,0.4
2023-07-20 03:00:00,0.5
2023-07-20 03:00:00,0.4
2023-07-20 03:00:00,0.5
2023-07-20 03:00:00,0.4
2023-07-20 03:00:00,0.4
2023-07-20 03:00:00,0.3
2023-07-20 03:00:00,1.2
2023-07-20 03:00:00,0.7
2023-07-20 03:00:00,1.1
2023-07-20 03:00:00,0.9
2023-07-20 03:00:00,1.3
2023-07-20 03:00:00,0.4
2023-07-20 03:00:00,0.4
2023-07-20 03:00:00,0.3
2023-07-20 03:00:00,0.4
2023-07-20 03:00:00,0.4
2023-07-20 03:00:00,0.3
2023-07-20 03:00:00,0.4
2023-07-20 03:00:00,0.4
2023-07-20 03:00:00,0.4
2023-07-20 03:00:00,0.5
2023-07-20 03:00:00,0.4
2023-07-20 03:00:00,0.3
2023-07-20 03:00:00,0.3
2023-07-20 03:00:00,0.6
2023-07-20 03:00:00,0.4
2023-07-20 03:00:00,0.8
2023-07-20 03:00:00,0.8
2023-07-20 03:00:00,0.3
2023-07-20 03:00:00,0.9
2023-07-20 03:00:00,0.5
2023-07-20 03:00:00,0.4
2023-07-20 03:00:00,0.4
2023-07-20 03:00:00,0.4
2023-07-20 03:00:00,0.3
2023-07-20 03:00:00,0.4
2023-07-20 03:00:00,0.4
2023-07-20 03:00:00,0.4
2023-07-20 03:00:00,0.3
2023-07-20 03:00:00,0.3
2023-07-20 03:00:00,0.3
2023-07-20 03:00:00,0.7
2023-07-20 03:00:00,0.8
2023-07-20 03:00:00,0.8
2023-07-20 03:00:00,0.4
2023-07-20 03:00:00,0.5
2023-07-20 03:00:00,0.8
2023-07-20 03:00:00,0.7
2023-07-20 03:00:00,0.4
2023-07-20 03:00:00,0.4
2023-07-20 03:00:00,0.3
2023-07-20 03:00:00,0.4
2023-07-20 03:00:00,0.4
2023-07-20 03:00:00,0.3
2023-07-20 03:00:00,0.6
2023-07-20 03:00:00,0.5
2023-07-20 03:00:00,0.4
2023-07-20 03:00:00,0.4
2023-07-20 03:00:00,0.4
2023-07-20 03:00:00,0.4
2023-07-20 03:00:00,0.4
2023-07-20 03:00:00,0.5
2023-07-20 03:00:00,0.4
2023-07-20 03:00:00,0.9
2023-07-20 03:00:00,1.1
2023-07-20 03:00:00,1.0
2023-07-20 03:00:00,0.9
2023-07-20 03:00:00,0.9
2023-07-20 03:00:00,0.9
2023-07-20 03:00:00,0.8
2023-07-20 03:00:00,1.1
2023-07-20 03:00:00,0.4
2023-07-20 03:00:00,0.4
2023-07-27 03:00:00,0.4
2023-07-27 03:00:00,0.4
2023-07-27 03:00:00,0.4
2023-07-27 03:00:00,0.3
2023-07-27 03:00:00,0.2
2023-07-27 03:00:00,0.5
2023-07-27 03:00:00,0.4
2023-07-27 03:00:00,0.5
2023-07-27 03:00:00,0.5
2023-07-27 03:00:00,0.0
2023-07-27 03:00:00,0.4
2023-07-27 03:00:00,0.4
2023-07-27 03:00:00,0.4
2023-07-27 03:00:00,0.5
2023-07-27 03:00:00,0.4
2023-07-27 03:00:00,0.4
2023-07-27 03:00:00,0.5
2023-07-27 03:00:00,0.4
2023-07-27 03:00:00,0.4
2023-07-27 03:00:00,0.4
2023-07-27 03:00:00,0.4
2023-07-27 03:00:00,0
2023-07-27 03:00:00,0.4
2023-07-27 03:00:00,0.4
2023-07-27 03:00:00,0.7
2023-07-27 03:00:00,0.9
2023-07-27 03:00:00,0.7
2023-07-27 03:00:00,0.4
2023-07-27 03:00:00,0.9
2023-07-27 03:00:00,0.8
2023-07-27 03:00:00,0.3
2023-07-27 03:00:00,0.7
2023-07-27 03:00:00,0.4
2023-07-27 03:00:00,0.4
2023-07-27 03:00:00,0.4
2023-07-27 03:00:00,0.5
2023-07-27 03:00:00,0.7
2023-07-27 03:00:00,0.3
2023-07-27 03:00:00,0.2
2023-07-27 03:00:00,0.6
2023-07-27 03:00:00,0.5
2023-07-27 03:00:00,0.4
2023-07-27 03:00:00,0.4
2023-07-27 03:00:00,0.4
2023-07-27 03:00:00,0.4
2023-07-27 03:00:00,0.6
2023-07-27 03:00:00,0.5
2023-07-27 03:00:00,0.5
2023-07-27 03:00:00,0.4
2023-07-27 03:00:00,0.6
2023-07-27 03:00:00,0.6
2023-07-27 03:00:00,0.6
2023-07-27 03:00:00,0.5
2023-07-27 03:00:00,0.5
2023-07-27 03:00:00,0.5
2023-07-27 03:00:00,0.3
2023-07-27 03:00:00,0.3
2023-07-27 03:00:00,0.6
2023-07-27 03:00:00,0.7
2023-07-27 03:00:00,0.5
2023-07-27 03:00:00,0.6
2023-07-27 03:00:00,0.5
2023-07-27 03:00:00,0.4
2023-07-27 03:00:00,0.3
2023-07-27 03:00:00,0.6
2023-07-27 03:00:00,0.5
2023-07-27 03:00:00,0.5
2023-07-27 03:00:00,0.5
2023-07-27 03:00:00,0.4
2023-07-27 03:00:00,0.7
2023-07-27 03:00:00,0.5
2023-07-27 03:00:00,1.1
2023-07-27 03:00:00,0.8
2023-07-27 03:00:00,0.6
